posting_year,city,company_size,industry,job_title,seniority_level,ai_intensity_score,salary_usd,automation_risk_score,ai_job_displacement_risk,industry_ai_adoption_stage
2016,Paris,Medium,Education,Operations Manager,Mid,0.15,79526,0.71,Low,Emerging
2016,Paris,Medium,Manufacturing,Software Engineer,Junior,0.05,22092,0.68,Low,Emerging
2012,London,Small,Education,Product Manager,Executive,0,56369,0.79,Low,Emerging
2021,Berlin,Enterprise,Tech,ML Engineer,Lead,0.1,39050,0.8,Medium,Growing
2013,Nairobi,Medium,Tech,Systems Engineer,Mid,0.9,26968,0.35,Low,Emerging
2021,Nairobi,Small,Healthcare,ML Engineer,Junior,0.17,25081,0.63,High,Growing
2012,Lagos,Medium,Energy,Business Analyst,Junior,0.06,58270,0.66,Low,Emerging
2021,Tokyo,Medium,Retail,Data Scientist,Lead,0.84,93091,0.33,Medium,Growing
2020,Bangalore,Medium,Government,Systems Engineer,Senior,0.04,43180,0.79,Low,Growing
2016,Singapore,Large,Tech,Software Engineer,Mid,0.03,71210,0.77,High,Emerging
2021,Paris,Enterprise,Energy,Systems Engineer,Lead,0.7,39671,0.26,High,Growing
2016,Sydney,Small,Retail,Software Engineer,Mid,0.09,90418,0.7,Medium,Emerging
2012,Nairobi,Large,Tech,Data Scientist,Lead,0.07,56103,0.61,Medium,Emerging
2019,Toronto,Medium,Energy,Systems Engineer,Lead,0.75,125983,0.39,Medium,Growing
2022,Singapore,Medium,Healthcare,Operations Manager,Mid,0.73,134885,0.28,High,Growing
2010,Paris,Small,Energy,Business Analyst,Intern,0.1,63767,0.86,Medium,Emerging
2024,Paris,Medium,Finance,Policy Analyst,Senior,0.44,114229,0.34,High,Mature
2016,Seoul,Startup,Education,ML Engineer,Junior,0.17,19653,0.76,Low,Emerging
2025,Sydney,Startup,Agriculture,ML Engineer,Executive,0.51,119573,0.39,High,Growing
2013,Paris,Enterprise,Education,AI Researcher,Intern,0.54,78293,0.14,Medium,Emerging
2011,Lagos,Medium,Energy,Data Scientist,Lead,0.16,60537,0.68,High,Emerging
2011,Paris,Startup,Retail,Product Manager,Junior,0.14,59041,0.88,Medium,Emerging
2011,Bangalore,Enterprise,Agriculture,Systems Engineer,Junior,0.07,28726,0.79,Medium,Emerging
2015,Seoul,Large,Energy,Policy Analyst,Intern,0.19,37204,0.63,High,Emerging
2012,Nairobi,Enterprise,Manufacturing,Research Scientist,Mid,0.02,56313,0.68,Medium,Emerging
2010,Bangalore,Startup,Agriculture,Research Scientist,Executive,0.07,78089,0.86,High,Emerging
2010,Sao Paulo,Large,Tech,AI Researcher,Junior,0.73,88509,0.11,Medium,Emerging
2024,Toronto,Small,Government,Research Scientist,Executive,0.07,102100,0.88,High,Growing
2019,Sydney,Small,Tech,Product Manager,Mid,0.2,63734,0.77,Medium,Growing
2025,Nairobi,Startup,Manufacturing,Policy Analyst,Lead,0.09,78929,0.85,Medium,Growing
2012,Bangalore,Small,Healthcare,Software Engineer,Intern,0.19,31621,0.75,High,Emerging
2018,Sydney,Enterprise,Finance,Software Engineer,Senior,0.07,36779,0.76,High,Growing
2018,Dubai,Small,Manufacturing,Business Analyst,Executive,0.09,81679,0.63,Medium,Growing
2025,Paris,Enterprise,Retail,Systems Engineer,Lead,0.95,38765,0.36,Medium,Growing
2023,Lagos,Medium,Education,ML Engineer,Lead,0.82,115056,0.36,High,Growing
2021,London,Small,Energy,Business Analyst,Junior,0.01,76245,0.79,Medium,Growing
2017,Seoul,Large,Government,Policy Analyst,Lead,0.74,45234,0.15,High,Growing
2019,Lagos,Medium,Government,AI Researcher,Mid,0.62,60374,0.11,Low,Growing
2023,Tokyo,Large,Government,Software Engineer,Senior,0.09,53175,0.67,High,Growing
2025,Sao Paulo,Small,Education,Data Scientist,Junior,0.1,28106,0.62,Medium,Growing
2015,Berlin,Small,Agriculture,Systems Engineer,Mid,0.16,25488,0.89,Medium,Emerging
2010,Sydney,Large,Energy,Policy Analyst,Intern,0.07,56635,0.67,High,Emerging
2013,Bangalore,Medium,Healthcare,ML Engineer,Intern,0.05,73090,0.67,High,Emerging
2018,Sydney,Large,Manufacturing,Business Analyst,Mid,0.04,74175,0.71,High,Growing
2021,Paris,Small,Tech,Product Manager,Junior,0.94,120781,0.32,Medium,Growing
2022,Dubai,Enterprise,Manufacturing,ML Engineer,Junior,0.19,51620,0.73,Low,Growing
2013,Tokyo,Enterprise,Finance,Data Scientist,Intern,0.53,47934,0.16,Medium,Emerging
2013,Paris,Medium,Tech,Product Manager,Junior,0.14,67552,0.89,Low,Emerging
2024,Lagos,Small,Manufacturing,Business Analyst,Junior,0.64,136456,0.35,High,Growing
2021,Berlin,Medium,Government,Policy Analyst,Intern,0.68,125648,0.3,Low,Growing
2015,Paris,Medium,Energy,Policy Analyst,Lead,0.17,76315,0.65,Low,Emerging
2017,Toronto,Medium,Retail,Research Scientist,Lead,0.02,37514,0.75,High,Growing
2018,Sao Paulo,Large,Healthcare,Operations Manager,Senior,0.18,23002,0.88,High,Growing
2015,New York,Small,Tech,Software Engineer,Senior,0.87,51204,0.35,High,Emerging
2012,Paris,Small,Agriculture,ML Engineer,Executive,0.14,16456,0.61,High,Emerging
2020,London,Large,Retail,ML Engineer,Executive,0.44,125605,0.27,Medium,Growing
2023,Seoul,Medium,Tech,AI Researcher,Junior,0.94,32869,0.29,Medium,Mature
2019,Lagos,Medium,Retail,Business Analyst,Senior,0.03,26353,0.81,High,Growing
2022,New York,Small,Retail,AI Researcher,Lead,0.05,27065,0.64,Medium,Growing
2011,Nairobi,Startup,Finance,ML Engineer,Junior,0.64,73950,0.18,Low,Emerging
2022,Bangalore,Medium,Education,ML Engineer,Mid,0.16,77085,0.73,Low,Growing
2014,Berlin,Medium,Finance,Systems Engineer,Mid,0.45,62545,0.12,Low,Emerging
2011,Bangalore,Large,Healthcare,Policy Analyst,Executive,0.12,80166,0.66,Medium,Emerging
2011,Sydney,Medium,Energy,Data Scientist,Senior,0.07,38669,0.66,Medium,Emerging
2011,Bangalore,Startup,Energy,Data Scientist,Lead,0.16,71204,0.82,Medium,Emerging
2014,Paris,Large,Tech,AI Researcher,Intern,0.04,85432,0.73,Low,Emerging
2019,Bangalore,Large,Agriculture,Data Scientist,Executive,0.17,87113,0.88,Low,Growing
2017,Seoul,Small,Finance,ML Engineer,Executive,0.15,27394,0.83,Medium,Growing
2020,Nairobi,Medium,Healthcare,AI Researcher,Junior,0.18,70564,0.67,Medium,Growing
2025,Sao Paulo,Enterprise,Tech,Product Manager,Mid,0.42,62236,0.28,High,Mature
2010,Singapore,Startup,Agriculture,Systems Engineer,Senior,0.16,49687,0.71,High,Emerging
2025,Berlin,Enterprise,Healthcare,Research Scientist,Lead,0.71,127825,0.28,Medium,Growing
2025,Paris,Small,Agriculture,Product Manager,Mid,0.12,116575,0.88,Medium,Growing
2013,Tokyo,Small,Government,Policy Analyst,Intern,0.04,35288,0.64,High,Emerging
2010,Bangalore,Enterprise,Retail,Business Analyst,Senior,0.12,66579,0.86,Low,Emerging
2018,Lagos,Medium,Energy,Product Manager,Lead,0.02,81859,0.64,Low,Growing
2010,Sao Paulo,Large,Government,Research Scientist,Executive,0.16,51687,0.67,High,Emerging
2018,Bangalore,Large,Healthcare,Business Analyst,Senior,0.03,82686,0.64,Low,Growing
2018,New York,Small,Tech,Business Analyst,Junior,0.03,60842,0.62,Medium,Growing
2011,Singapore,Startup,Manufacturing,Business Analyst,Mid,0.01,32804,0.67,Low,Emerging
2013,Toronto,Small,Agriculture,ML Engineer,Senior,0.13,16888,0.82,Medium,Emerging
2018,New York,Enterprise,Agriculture,Software Engineer,Lead,0.95,126641,0.39,High,Growing
2021,London,Medium,Education,Data Scientist,Intern,0.11,69838,0.86,Low,Growing
2017,Bangalore,Medium,Healthcare,Research Scientist,Mid,0.18,89580,0.79,Medium,Growing
2010,Toronto,Enterprise,Healthcare,Product Manager,Junior,0.14,15321,0.76,Medium,Emerging
2011,London,Large,Healthcare,ML Engineer,Mid,0.09,34507,0.62,Low,Emerging
2025,Dubai,Medium,Government,Operations Manager,Executive,0.07,109128,0.81,Low,Growing
2022,Seoul,Medium,Manufacturing,Business Analyst,Mid,0.17,40402,0.9,High,Growing
2010,Nairobi,Startup,Retail,Operations Manager,Executive,0.16,56299,0.7,Low,Emerging
2010,Singapore,Small,Tech,Software Engineer,Junior,0.09,54768,0.73,Low,Emerging
2025,Lagos,Medium,Agriculture,AI Researcher,Intern,0.91,109020,0.28,Medium,Growing
2021,Sydney,Enterprise,Finance,Software Engineer,Executive,0.46,148534,0.3,Medium,Growing
2011,Lagos,Small,Tech,Systems Engineer,Senior,0.01,20313,0.68,Low,Emerging
2016,London,Large,Tech,Business Analyst,Lead,0.02,24519,0.75,Low,Emerging
2012,Dubai,Large,Manufacturing,Software Engineer,Intern,0.77,41309,0.12,High,Emerging
2021,New York,Medium,Education,ML Engineer,Intern,0.02,68982,0.68,High,Growing
2024,Berlin,Large,Healthcare,Operations Manager,Mid,0.48,132021,0.18,Medium,Growing
2022,Paris,Startup,Healthcare,Policy Analyst,Lead,0.12,70616,0.73,High,Growing
2022,Bangalore,Enterprise,Government,Product Manager,Senior,0.94,144591,0.11,Low,Growing
2021,Paris,Startup,Manufacturing,Operations Manager,Senior,0.72,114755,0.16,Medium,Growing
2013,Tokyo,Enterprise,Retail,ML Engineer,Executive,0.62,88030,0.33,High,Emerging
2011,Berlin,Large,Tech,Operations Manager,Senior,0.14,63824,0.8,Medium,Emerging
2011,Toronto,Small,Energy,Software Engineer,Mid,0.14,51482,0.66,Low,Emerging
2014,London,Medium,Energy,Software Engineer,Senior,0.12,60243,0.71,High,Emerging
2012,London,Medium,Retail,Software Engineer,Lead,0.05,28745,0.82,Medium,Emerging
2017,Lagos,Large,Tech,Systems Engineer,Executive,0.06,71282,0.81,High,Growing
2018,Tokyo,Startup,Retail,Business Analyst,Lead,0.47,88613,0.33,Low,Growing
2012,Berlin,Medium,Agriculture,Research Scientist,Intern,0.1,47512,0.85,Low,Emerging
2013,Dubai,Medium,Finance,Operations Manager,Junior,0.16,80000,0.72,Medium,Emerging
2014,London,Medium,Agriculture,AI Researcher,Lead,0.41,53888,0.35,Low,Emerging
2025,Tokyo,Large,Healthcare,Software Engineer,Senior,0.57,145613,0.35,High,Growing
2024,Singapore,Large,Energy,Research Scientist,Executive,0.1,75650,0.68,Low,Growing
2021,Paris,Large,Manufacturing,Business Analyst,Senior,0.94,58583,0.27,Low,Growing
2018,Seoul,Large,Agriculture,Product Manager,Lead,0.81,96635,0.12,High,Growing
2012,London,Small,Energy,Software Engineer,Senior,0.1,58705,0.86,High,Emerging
2012,Berlin,Enterprise,Finance,Data Scientist,Lead,0.1,37293,0.65,Medium,Emerging
2019,Nairobi,Small,Healthcare,AI Researcher,Junior,0.12,32909,0.65,Medium,Growing
2014,Tokyo,Large,Government,Product Manager,Intern,0.04,70776,0.73,High,Emerging
2012,London,Large,Government,Data Scientist,Executive,0.89,93812,0.25,High,Emerging
2017,Dubai,Large,Healthcare,AI Researcher,Mid,0.1,22513,0.88,Low,Growing
2010,Sydney,Medium,Agriculture,Policy Analyst,Intern,0.04,78230,0.61,High,Emerging
2012,Paris,Small,Healthcare,AI Researcher,Mid,0.11,19150,0.77,Medium,Emerging
2019,Lagos,Small,Retail,Policy Analyst,Lead,0.19,77981,0.82,Low,Growing
2023,Toronto,Large,Government,Data Scientist,Executive,0.41,143661,0.11,High,Growing
2013,Bangalore,Small,Education,Software Engineer,Senior,0.09,83244,0.65,High,Emerging
2012,Lagos,Medium,Energy,ML Engineer,Mid,0.16,64066,0.71,Medium,Emerging
2025,Berlin,Startup,Energy,Software Engineer,Lead,0.95,36718,0.23,Medium,Growing
2010,Sao Paulo,Large,Retail,ML Engineer,Lead,0.81,25013,0.22,High,Emerging
2023,Sao Paulo,Large,Healthcare,Systems Engineer,Intern,0.04,21970,0.85,High,Growing
2011,Berlin,Startup,Finance,Business Analyst,Lead,0.11,55706,0.7,Low,Emerging
2025,Singapore,Enterprise,Tech,Operations Manager,Senior,0.49,113949,0.28,High,Mature
2023,Singapore,Startup,Finance,Operations Manager,Lead,0.05,84009,0.67,Medium,Mature
2022,Paris,Startup,Energy,Software Engineer,Senior,0.93,34163,0.21,Medium,Growing
2020,Toronto,Medium,Government,Business Analyst,Lead,0.07,48426,0.72,Medium,Growing
2023,Nairobi,Enterprise,Tech,ML Engineer,Executive,0.51,123342,0.3,Low,Mature
2024,New York,Enterprise,Government,Operations Manager,Mid,0.16,84046,0.69,High,Growing
2022,Paris,Startup,Education,AI Researcher,Intern,0.18,40340,0.75,High,Growing
2011,Nairobi,Medium,Education,Policy Analyst,Intern,0.05,18333,0.9,High,Emerging
2010,Bangalore,Enterprise,Energy,Operations Manager,Junior,0.01,46214,0.71,High,Emerging
2013,Seoul,Enterprise,Agriculture,Policy Analyst,Executive,0.04,58416,0.6,Low,Emerging
2015,Tokyo,Large,Energy,Research Scientist,Executive,0.07,36890,0.74,Low,Emerging
2020,Dubai,Startup,Healthcare,Research Scientist,Junior,0.16,42158,0.84,Medium,Growing
2018,Seoul,Startup,Healthcare,Policy Analyst,Lead,0.61,106155,0.25,High,Growing
2018,Tokyo,Large,Tech,Data Scientist,Intern,0.19,82237,0.76,Low,Growing
2013,Nairobi,Startup,Manufacturing,Data Scientist,Junior,0.08,72758,0.83,High,Emerging
2015,Nairobi,Large,Government,Systems Engineer,Mid,0.05,22781,0.62,Medium,Emerging
2017,Lagos,Medium,Agriculture,Systems Engineer,Intern,0.14,45232,0.62,Low,Growing
2020,Tokyo,Startup,Manufacturing,Policy Analyst,Junior,0.1,25990,0.74,Medium,Growing
2013,Berlin,Large,Education,Operations Manager,Junior,0.08,59641,0.77,High,Emerging
2015,Sao Paulo,Enterprise,Government,Business Analyst,Senior,0.01,20416,0.64,Low,Emerging
2010,Sao Paulo,Large,Government,AI Researcher,Executive,0.12,61897,0.75,High,Emerging
2019,Sydney,Medium,Energy,Business Analyst,Executive,0.52,112281,0.36,Low,Growing
2019,Berlin,Large,Agriculture,Systems Engineer,Intern,0.55,48885,0.13,Medium,Growing
2019,Sao Paulo,Large,Tech,Software Engineer,Intern,0.09,20511,0.66,Medium,Growing
2023,Sydney,Large,Manufacturing,Product Manager,Senior,0.91,97692,0.34,High,Growing
2011,Nairobi,Large,Government,Software Engineer,Mid,0.12,32963,0.66,High,Emerging
2010,Sao Paulo,Large,Agriculture,Operations Manager,Intern,0.1,52787,0.65,Medium,Emerging
2022,Sao Paulo,Enterprise,Tech,Business Analyst,Mid,0.16,77212,0.68,High,Mature
2015,Nairobi,Small,Energy,Product Manager,Senior,0.14,70097,0.89,Medium,Emerging
2010,Seoul,Enterprise,Energy,ML Engineer,Mid,0.05,80309,0.83,High,Emerging
2011,New York,Large,Retail,Product Manager,Intern,0.01,54543,0.79,Low,Emerging
2010,Dubai,Medium,Tech,Policy Analyst,Intern,0.15,68323,0.89,Low,Emerging
2016,Lagos,Medium,Finance,Product Manager,Intern,0.13,23914,0.65,Medium,Emerging
2018,London,Startup,Healthcare,Product Manager,Lead,0,87053,0.86,High,Growing
2018,New York,Enterprise,Agriculture,Research Scientist,Intern,0.63,35554,0.21,Medium,Growing
2017,Tokyo,Medium,Education,Policy Analyst,Mid,0.01,78506,0.71,High,Growing
2011,Lagos,Startup,Government,Product Manager,Senior,0.17,63615,0.72,High,Emerging
2022,Lagos,Large,Government,AI Researcher,Intern,0.09,22476,0.71,Medium,Growing
2012,London,Medium,Education,Operations Manager,Junior,0.12,29673,0.81,Low,Emerging
2018,Berlin,Startup,Tech,Research Scientist,Intern,0.64,104882,0.13,High,Growing
2020,Sao Paulo,Small,Energy,Policy Analyst,Senior,0.88,135152,0.39,Low,Growing
2022,Sao Paulo,Medium,Government,Operations Manager,Senior,0.58,146319,0.19,Low,Growing
2022,Singapore,Medium,Education,Systems Engineer,Senior,0.06,30602,0.61,Low,Growing
2020,Bangalore,Large,Energy,Data Scientist,Senior,0.02,91898,0.83,Medium,Growing
2012,New York,Enterprise,Healthcare,Business Analyst,Intern,0.14,17278,0.86,Medium,Emerging
2021,Bangalore,Enterprise,Retail,Research Scientist,Lead,0.01,30528,0.72,High,Growing
2013,Dubai,Enterprise,Healthcare,Systems Engineer,Junior,0.07,19649,0.85,High,Emerging
2012,Sao Paulo,Medium,Government,Policy Analyst,Senior,0.1,19021,0.84,Low,Emerging
2024,Sao Paulo,Small,Education,AI Researcher,Mid,0.15,26706,0.7,Low,Growing
2025,Berlin,Enterprise,Government,Product Manager,Executive,0.9,77928,0.34,Medium,Growing
2021,Lagos,Large,Retail,ML Engineer,Junior,0.1,20755,0.66,Medium,Growing
2011,Nairobi,Medium,Tech,Policy Analyst,Lead,0.02,48290,0.83,Medium,Emerging
2015,Dubai,Enterprise,Agriculture,AI Researcher,Executive,0,51022,0.8,Low,Emerging
2013,Toronto,Startup,Manufacturing,Product Manager,Executive,0.01,19597,0.84,Low,Emerging
2020,Nairobi,Small,Education,Policy Analyst,Executive,0.09,40295,0.75,High,Growing
2010,London,Enterprise,Government,AI Researcher,Lead,0.1,36292,0.63,Low,Emerging
2015,New York,Medium,Education,ML Engineer,Executive,0.13,38887,0.67,Medium,Emerging
2019,Singapore,Enterprise,Energy,Software Engineer,Mid,0.63,100359,0.24,Low,Growing
2014,Paris,Startup,Energy,Research Scientist,Mid,0.1,17634,0.7,Medium,Emerging
2011,Sao Paulo,Small,Government,Data Scientist,Executive,0.18,22786,0.62,Low,Emerging
2021,Sao Paulo,Small,Government,Software Engineer,Executive,0.06,85504,0.89,Medium,Growing
2022,Sao Paulo,Startup,Finance,Product Manager,Intern,0.02,93428,0.69,Low,Mature
2022,Tokyo,Large,Healthcare,ML Engineer,Intern,0.15,87193,0.73,Low,Growing
2017,Seoul,Medium,Healthcare,Policy Analyst,Mid,0.13,60570,0.61,High,Growing
2013,London,Startup,Agriculture,Software Engineer,Executive,0.16,66668,0.83,High,Emerging
2014,Paris,Small,Agriculture,Software Engineer,Lead,0.07,77314,0.65,Medium,Emerging
2020,London,Startup,Agriculture,Research Scientist,Executive,0.19,83763,0.72,Medium,Growing
2014,New York,Medium,Finance,Systems Engineer,Lead,0.14,34574,0.68,Low,Emerging
2015,Singapore,Enterprise,Healthcare,Software Engineer,Intern,0.61,57924,0.34,Low,Emerging
2015,Singapore,Large,Education,Systems Engineer,Intern,0.07,78625,0.88,Medium,Emerging
2016,Singapore,Small,Tech,Business Analyst,Senior,0.08,24275,0.66,Low,Emerging
2017,London,Startup,Education,AI Researcher,Senior,0.09,63606,0.88,Low,Growing
2024,Tokyo,Medium,Retail,Product Manager,Junior,0.59,99422,0.23,Medium,Growing
2022,New York,Startup,Retail,AI Researcher,Lead,0.19,89686,0.84,High,Growing
2010,Dubai,Small,Education,Operations Manager,Junior,0.04,61230,0.86,High,Emerging
2012,Berlin,Startup,Education,Research Scientist,Senior,0.16,28399,0.63,High,Emerging
2013,Toronto,Small,Healthcare,Data Scientist,Junior,0.1,63900,0.75,Low,Emerging
2011,Singapore,Startup,Energy,Software Engineer,Junior,0.03,58324,0.62,Low,Emerging
2024,Bangalore,Large,Education,AI Researcher,Intern,0.04,99383,0.84,Low,Growing
2020,London,Large,Manufacturing,AI Researcher,Junior,0.01,75946,0.9,High,Growing
2010,Lagos,Small,Education,ML Engineer,Intern,0.18,37215,0.81,Medium,Emerging
2012,Seoul,Medium,Energy,Product Manager,Mid,0.07,56760,0.87,Medium,Emerging
2012,Bangalore,Large,Retail,Business Analyst,Intern,0.12,31112,0.87,Medium,Emerging
2016,London,Medium,Energy,Software Engineer,Senior,0.09,61673,0.68,Low,Emerging
2010,New York,Small,Finance,Systems Engineer,Junior,0.19,79356,0.79,Medium,Emerging
2019,London,Enterprise,Education,Policy Analyst,Executive,0.07,66070,0.67,Low,Growing
2025,Dubai,Small,Finance,Software Engineer,Intern,0.85,35281,0.14,High,Mature
2023,Seoul,Enterprise,Government,ML Engineer,Senior,0.59,103338,0.32,Low,Growing
2017,Seoul,Large,Manufacturing,Business Analyst,Lead,0.9,94498,0.32,Medium,Growing
2013,Sao Paulo,Large,Finance,Business Analyst,Intern,0.08,61176,0.78,Medium,Emerging
2022,Bangalore,Large,Healthcare,Business Analyst,Junior,0.77,124716,0.24,High,Growing
2014,Bangalore,Enterprise,Government,AI Researcher,Junior,0.17,77583,0.87,Medium,Emerging
2024,Seoul,Small,Healthcare,Data Scientist,Executive,0.02,75905,0.87,High,Growing
2019,Tokyo,Small,Retail,AI Researcher,Senior,0.06,23380,0.73,Medium,Growing
2018,London,Medium,Healthcare,ML Engineer,Senior,0.03,68555,0.68,High,Growing
2011,Singapore,Enterprise,Finance,Software Engineer,Lead,0.08,71415,0.62,High,Emerging
2014,Toronto,Enterprise,Education,Product Manager,Intern,0.06,80502,0.75,Medium,Emerging
2025,Paris,Startup,Manufacturing,ML Engineer,Junior,0.43,97767,0.11,Medium,Growing
2019,Tokyo,Enterprise,Healthcare,Business Analyst,Executive,0.1,25378,0.64,Medium,Growing
2015,Seoul,Large,Healthcare,Business Analyst,Junior,0.1,60569,0.74,Medium,Emerging
2017,Seoul,Small,Government,Policy Analyst,Mid,0.19,64408,0.75,Medium,Growing
2012,Seoul,Enterprise,Manufacturing,Data Scientist,Executive,0.14,34508,0.78,High,Emerging
2011,Sao Paulo,Startup,Agriculture,AI Researcher,Executive,0.06,64482,0.9,Low,Emerging
2018,Sao Paulo,Startup,Finance,Policy Analyst,Senior,0.1,71138,0.71,High,Growing
2014,Sao Paulo,Startup,Healthcare,Product Manager,Lead,0.1,18163,0.8,High,Emerging
2011,Singapore,Startup,Government,Software Engineer,Senior,0.2,31188,0.72,Low,Emerging
2023,Berlin,Large,Finance,Data Scientist,Executive,0.65,71095,0.39,Low,Mature
2018,Lagos,Startup,Government,Policy Analyst,Lead,0.06,26628,0.64,Medium,Growing
2016,Sao Paulo,Small,Retail,Research Scientist,Senior,0.04,33369,0.65,Medium,Emerging
2021,London,Small,Energy,Systems Engineer,Junior,0.19,77455,0.74,High,Growing
